proteinName,smiles,affinity,ligandName
4djv,6.72,COC1CCCC(C2CCCC(C3(C4CCCCC4)[NH2+]C([NH3+])N(C)C3O)C2)C1
2j62,11.34,CC(C)C(O)NC1C2NC(CCC3CCCCC3)CN2C(CO)C(O)C1O
1sln,6.64,CC([NH2+]C(CCC1CCCCC1)C(O)NC(CCC[NH2+]C([NH3+])[NH3+])C(O)NC1CCCCC1)C(O)O
4djr,11.52,CCC(C)CN(CC(O)C(CC1CCCCC1)NC(O)OCC1CCC(O)N1)S(O)(O)C1CCC2NCSC2C1
3f3c,6.02,[NH3+]C(CC1CCC(F)CC1)C(O)O
3g0w,9.52,CC1C(Cl)C(CN)CCC1N[CH2+]1OC(C(F)(F)F)C2C(O)CCN21
2cbj,8.27,CC(O)NC1C(O)C(O)C(CO)OC1NOC(O)NC1CCCCC1
1yc1,6.17,CCC1CC(C2NNC(C([O-])O)C2C2CCC3OCOC3C2)C(O)CC1O
1w4o,5.22,OCC1OC(N2CCC(O)NC2O)C(O)C1O[PH](O)(O)O
3fk1,2.62,OC(O)C[NH2+]C[PH](O)(O)O
3g2n,4.09,OCC1OC(NC(O)C2CCCCC2)C(O)C(O)C1O
3gy4,5.10,NC(N)C1CCC(N)CC1
4dew,7.00,OC1CC(O)C2C(O)CC(C3CCC(O)C(O)C3)OC2C1
3b3w,4.19,CC(C)CC([NH3+])C(=O)O
2hb1,3.80,[O-]C(O)COC1C(Br)CSC1C(O)O
2zjw,7.70,OC1CC2C(O)OC3C(O)C(O)CC4C(O)OC(C1O)C2C43
1igj,10.00,CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5COC(O)C5)CCC43O)C2)CC(O)C1O
2brb,4.86,OCCNC1NCNC2OC(C3CCCCC3)C(C3CCCCC3)C21
1os0,6.03,[NH3+]C(CC1CCCCC1)[PH](O)(O)CC(CC1CCCCC1)C(O)NC(CC1CCCCC1)C([O-])O
1u33,4.60,COC1C(O)C(O)C(OC2C(O)C(O)C(OC3C(CO)N[CH2+](NO)C(O)C3O)OC2CO)OC1CO
3utu,10.92,COC1CCC(S(O)(O)NC(CC(O)NCC2CCC(CN)CC2)C(O)N2CCCC2C(O)NCC2CCC(C([NH3+])[NH3+])CC2)CC1Cl
3ejr,8.57,CC(C)(C)C1CCC(C(O)CC2CCC(O)C3C(O)C(O)C[NH+]32)CC1
3owj,6.07,CC1C2NC3CCC(O)CC3C2C(C)C2C(O)NCCC12
3myg,10.70,CC[NH+](CC1CC(NC2NC(C)CN3C(C4CNNC4)CNC23)SN1)C(C)(C)CO
2weg,6.50,NS(O)(O)C1CCCCC1F
3uri,9.00,CSCCC([NH2+]CC(CC1CCCCC1)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC1CNCN1)NC(=O)C1CCC[NH2+]1)C(=O)NC(C)C(=O)NC(CC1CNCN1)C(=O)[O-]
3bkk,6.08,OC(CCC(O)(O)C(CC1CCCCC1)NC(O)C1CCCCC1)NC(CC1CCCCC1)C(O)O
3acw,4.76,OC1(C2CCC(C3CCCCC3)CC2)C[NH+]2CCC1CC2
2qbp,8.40,[O-]C(O)COC1C(Br)C(C2CCCC(NC3CCN(S(O)(O)CC4CCCCC4)CC3)C2)SC1C(O)O
1e66,9.89,CCC1CC2CC(C1)C1C(N)C3CCC(Cl)CC3NC1C2
2fvd,8.52,COC1CCC(F)C(F)C1C(O)C1CNC(NC2CCN(S(C)(O)O)CC2)NC1N
2cet,8.02,OCC1C(O)C(O)C(O)C2NC(CCC3CCCCC3)CN21
1uto,2.27,[NH3+]CCC1CCCCC1
3mss,4.66,CNC(O)C([NH3+])CC1CCC(OCC2CCCCC2)CC1
3fv1,9.30,C[NH2+]C1C2OC(CC([NH3+])C([O-])O)(C([O-])O)CC2OCC1O
3coy,6.02,CC(C)(C)C([NH3+])C(O)NS(O)(O)OCC1OC(N2CNC3C2NCNC3N)C(O)C1O
1o3f,7.96,[NH3+]C([NH3+])C1CCC2NC(C3CCCC(C4CCCCC4)C3O)CC2C1
1lor,11.06,OC1C(O)C(N2C(O)CC(O)NC2O)OC1CO[PH](O)(O)O
3vd4,4.82,CC(C)SC1OC(CO)C(O)C(O)C1O
3pww,7.32,CC(C)(C)NC(O)C1CC2CCCCC2C[NH+]1CC(O)C(CC1CCCCC1)NC(O)C(CC(N)O)NC(O)C1CCC2CCCCC2N1
2ymd,3.16,[NH3+]CCC1CNC2CCC(O)CC12
1loq,3.70,OC1C(O)C(N2CCC(O)NC2O)OC1CO[PH](O)(O)O
2p4y,9.00,COC1CCC2C(C1)ONC2C1C(C)N(CC2CC(OC(C)C([O-])O)CCC2Cl)C2CC(OC(F)(F)F)CCC21
3d4z,4.89,OCC1C(O)C(O)C(O)C2NCCN21
2jdm,5.40,COC1OC(C)C(O)C(O)C1O
3mfv,2.52,NC1NCC(CCC([NH3+])C(O)O)N1
3f3a,4.19,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)O
1f8d,3.40,CC(O)NC1C(O)CC(C(O)O)OC1C(O)C(O)C[NH3+]
1r5y,6.46,NC1CCC2NC(N)NC(O)C2C1
3b68,8.40,CC(O)NC1CCC(OCC(C)(O)C(O)NC2CCC(N(O)O)C(C(F)(F)F)C2)CC1
1vso,4.72,CC(C)(C)C1ONC(OC[PH](O)(O)O)C1CC([NH3+])C(O)O
3n86,5.64,[O-]C(O)C1(O)CC(O)C(O)C(CCC(O)NC2CCCCC2)C1
3nw9,9.00,CC1NCNC2C1NCN2C1OC(CCCNC(O)C2CC(C3CCC(F)CC3)CC(O)C2O)C(O)C1O
3f3e,7.70,CC(C)CC([NH3+])C(=O)O
3cj2,4.85,CC1CC(C)CN(C(O)C2CC(Br)CCC2N)C1
1f8b,5.40,CC(O)NC1C(O)CC(C(O)O)OC1C(O)C(O)CO
3imc,2.96,COC1CCC2NCCC2C1
2y5h,5.79,C[N+](C)(C)CCCN1C(O)C2C3CCC[NH+]3C(C3COC(C4CCC(Cl)S4)N3)C2C1O
1a30,4.30,CC(C)CC(NC(O)C(CC([O-])O)NC(O)C([NH3+])CCC([O-])O)C([O-])O
3b3s,2.55,CC(C)CC([NH3+])C(=O)O
1ps3,2.28,OCC1C(O)C(O)C(O)C2NC(O)C(O)N21
2wbg,4.45,CCCCCCCCN[CH2+]1OCC2C(O)C(O)C(O)C(O)N21
3l4u,7.52,OCC(O)C(O)C(O)C(O)C(O)C[SH]1CC(O)C(O)C1CO
3e93,8.85,CC1CCC(C(O)NC2CCCC(N3CCOCC3)C2)CC1C1CCC2C(C1)ONC2C1CC[NH2+]CC1
2d1o,7.70,[NH3+]CCCCC(NC(O)CCCCCCCCCC1CCCCC1C[NH2+]C([NH3+])[NH3+])C(O)NO
1q8u,5.96,CC1CNCC2CCCC(S(O)(O)N3CCC[NH2+]CC3C)C12
3ehy,5.85,COC1CCC(S(O)(O)NC(C)C([O-])O)CC1
3ov1,5.20,CC(O)NC(CC1CCC(O[PH](O)(O)O)CC1)C(O)NC1(C(O)NC(CC(N)O)C(N)O)CC1
4de1,5.96,OC(NC1CCCC(C2[N-]NNN2)C1)C1CCC2NNCC2C1
3nq3,3.78,CCCCCCCCCC(O)O
2qmj,4.21,CC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(O)OC3CO)OC2CO)C(O)C(O)C1[NH2+]C1CC(CO)C(O)C(O)C1O
2xnb,6.83,CC1C(C2CCNC(NC3CCC(N4CC[NH2+]CC4)CC3)N2)SC(O)N1C
4g8m,7.89,[NH3+]C(C(O)O)C1CCC1C([O-])O
2xys,7.42,OC1CC2OCCC3C[NH+]4CCC56C7CCCCC7N1C5C2C3CC46
2obf,8.85,OCC1CC2CCC(S(O)(O)NC3CCC(Cl)CC3)CC2C[NH2+]1
3i3b,2.23,OCC1OC(O)C(O)C(O)C1O
1z95,7.12,CC(O)(CS(O)(O)C1CCC(F)CC1)C(O)NC1CCC(CN)C(C(F)(F)F)C1
1w3k,4.30,OCC1OC(OC2C(O)C[NH2+]OC2CO)C(O)C(O)C1O
3dd0,9.00,CCOC1CCC2NC(S(N)(O)O)SC2C1
2vo5,4.89,OCC1CC2C(O)C(O)C1(O)C[NH+]2CC1CCCCC1
3pe2,9.76,CCC1CCCC(NC2NC3CC(C(O)O)CCC3C3CNCNC32)C1
3kv2,7.32,N[CH2+](NO)NCCC([NH3+])C(O)O
2xbv,8.43,OC(NC1CCC(Cl)CN1)C1C[NH+](CC(F)F)CC1C(O)NC1CCC(N2CCCCC2O)CC1F
3pxf,4.43,OS(O)(O)C1CCCC2CCCC(NC3CCCCC3)C21
2yki,9.46,OC(NC1C2CCCCC2C2C1CCCC2C1NC2CCNCC2N1)C1CCNC2NCCC21
2zwz,7.79,CC1[NH2+]C(C[NH3+])C(O)C(O)C1O
2yfe,6.63,COC1CC(CCC2CCCCC2)C(C([O-])O)C(O)C1CCC(C)C
1bcu,3.28,NC1CCC2CC3CCC(N)CC3NC2C1
2qbr,6.33,[O-]C(O)COC1C(Br)C(C2CCCC(NCC3CCCCC3)C2)SC1C(O)O
3l3n,8.18,[NH3+]CCCCC([NH2+]C(CCC1CCCCC1)C(O)O)C(O)NC(CC1CNC2CCCCC12)C(O)O
3gnw,9.10,CC1CCCC(C(O)N2C3CCCC(O)C3NC3CC(C)(C)CS(O)(O)C3C2C2CCC(OCC3CCCCC3)CC2F)N1
3su2,7.35,CC(C)(C)OC(O)NC1CCCCCCCC2CC2(C(O)NS(O)(O)C2CC2)NC(O)C2CC(OC(O)N3CC4CCCC(F)C4C3)CN2C1O
3ebp,5.91,C[NH+]1CCC(C2C(O)CC(O)C3C(O)CC(C4CCCCC4Cl)OC32)C(O)C1
3vh9,6.24,OC1CCCC2CCCNC12
1jyq,8.70,CC(CC1CCC(O[PH](O)(O)O)CC1)(NC(O)C(CC1CCC(O[PH](O)(O)O)CC1)NC(O)OCC1CCCC(N)C1)C(O)NC(CC(N)O)C([O-])O
1xd0,7.12,CC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1[NH2+]C1CC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O
2jdy,4.37,COC1OC(CO)C(O)C(O)C1O
1h23,8.35,OC1CCC2C(CCCC2[NH2+]CCCCCCCCCCCC[NH2+]C2CCCC3NC(O)CCC32)N1
3l4w,6.00,OCC[NH+]1CC(O)C(O)C(O)C1CO
3ueu,5.24,CCCCCCCCCCCC(O)O
3g2z,2.36,OC1CCCC(NC2[N-]NNN2)C1
1lbk,3.18,[NH3+]C(CCC(O)NC(CS)C(O)NCC([O-])O)C(O)O
2zcr,6.87,CCCCC1CCC(C2CCC(CCCC([PH](O)(O)O)S(O)(O)O)CC2)CC1
3lka,2.82,COC1CCC(S(N)(O)O)CC1
3f80,4.22,[NH3+]C(CCCC[NH+](O)O)C(O)O
3f17,8.63,ONC(O)CNS(O)(O)C1CCC(C2CCCCC2)CC1
3ge7,8.70,CNC1NC2CC3C(O)[NH2+][CH2+](N)NC3C(CC[NH2+]CC3CCCC3)C2N1
1hfs,8.70,CC(C)CC(NC(O)C(CCC1CCC(C2CCC(F)CC2)CC1)CC(CCCCN1CC2CCCCC2C1O)C([O-])O)C(O)NC1CCCCC1
1zea,5.22,CC(C)C([NH3+])C(O)N1CCCC1C(O)NCC(O)NC(CO)C(O)NC(CCC(N)O)C(O)NC(CC1CNCN1)C(O)NC(CC1CCC(O)CC1)C(O)NC(CC([O-])O)C(O)NC(CO)C([O-])O
1n2v,4.08,CCCCC1NC2C(N1)C(O)NNC2O
2vot,7.14,OCC1C(O)C(O)C(O)C2NC(CNC3CCCCC3)CN21
1lol,6.39,OC1C(O)C(N2CNC3C2NC(O)NC3O)OC1CO[PH](O)(O)O
1f8c,7.40,CC(O)NC1C([NH3+])CC(C(O)O)OC1C(O)C(O)CO
3n7a,3.70,[O-]C(O)C1(O)CCC(O)C(O)C1
3gcs,7.25,CNC(O)C1CC(OC2CCC(NC(O)NC3CCC(Cl)C(C(F)(F)F)C3)CC2)CCN1
2ole,7.25,[NH3+]C(CC(O)N1CCCCCN1C(O)C1CCCCC1)CC1CC(F)C(F)CC1F
2jdu,6.72,COC1OC(C)C(O)C(O)C1O
3cft,4.19,NC1CCCC2C1CCCC2S(O)(O)O
3s8o,6.85,CC(O)NC(CC1CCC(O[PH](O)(O)O)CC1)C(O)NC1(C(O)NC(CC(N)O)C(N)O)CCCCC1
2iwx,6.68,OC1CC(O)C2C(CC(O)CCCCCCCCCOC2O)C1Cl
2v00,3.66,NC1NC(O)CC(CCC2CCCCC2)N1
3huc,5.99,CCC(O)NC1CCC2C(C1)NC(C1CCCCC1)NC2NC1CCNN1
2v7a,8.30,COC(C(O)N1CC2NNC(NC(O)C3CCC(N4CC[NH+](C)CC4)CC3)C2C1)C1CCCCC1
2x0y,4.60,CN1C2NCN(CC(O)CO)C2C(O)N(C)C1O
3uex,6.92,CCCCCCCCCCCCCCCCCC(O)O
2pq9,8.11,[O-]C(O)C1CC(OC(O[PH](O)(O)O)(C([O-])O)C(F)F)C(O)C(O[PH](O)(O)O)C1
1u1b,7.80,CC1CN(C2CC(O[PH](O)(O)O[PH](O)(O)OCC3OC(N4CNC5C4NCNC5N)C(O)C3O[PH](O)(O)O)C(CO[PH](O)(O)O)O2)C(O)NC1O
4gqq,2.89,CCOC(O)CCC1CCC(O)C(O)C1
